Type,Condition,Item,Sentence,CompQ,CompQAns,Error Type,Edits
Expt,ActivePlaus,721,The girl kicked the ball.,Did the girl kick something? ,Yes,Insertion,0
Expt,ActivePlaus,722,The plumber bought the watch.,Did the plumber buy something? ,Yes,Insertion,0
Expt,ActivePlaus,723,The man drove the truck.,Did the man drive something? ,Yes,Insertion,0
Expt,ActivePlaus,724,The secretary licked the stamp.,Did the secretary lick something? ,Yes,Insertion,0
Expt,ActivePlaus,725,The mother set the table.,Did the mother set something? ,Yes,Insertion,0
Expt,ActivePlaus,726,The daughter folded the blanket.,Did the blanket fold someone? ,No,Insertion,0
Expt,ActivePlaus,727,The father sharpened the saw.,"Did the saw sharpen someone? 
",No,Insertion,0
Expt,ActivePlaus,728,The niece opened the door.,Did the door open someone? ,No,Insertion,0
Expt,ActivePlaus,729,The boy ate the pizza.,Did the pizza eat someone? ,No,Insertion,0
Expt,ActivePlaus,730,The grandfather broke the bowl.,Did the bowl break someone? ,No,Insertion,0
Expt,ActivePlaus,731,The woman lost the diamond.,Did the diamond lose someone? ,No,Insertion,0
Expt,ActivePlaus,732,The grandmother cleaned the oven.,Did the oven clean someone? ,No,Insertion,0
Expt,ActivePlaus,733,The electrician stole the hammer.,Did the hammer steal someone? ,No,Insertion,0
Expt,ActivePlaus,734,The sister closed the window.,Did the window close someone? ,No,Insertion,0
Expt,ActivePlaus,735,The grandson sipped the water.,"Did the water sip someone? 
",No,Insertion,0
Expt,ActivePlaus,736,The granddaughter boarded the train.,Did the granddaughter board something? ,Yes,Insertion,0
Expt,ActivePlaus,737,The aunt purchased the book.,Did the aunt purchase something? ,Yes,Insertion,0
Expt,ActivePlaus,738,The uncle sailed the boat.,Did the uncle sail something? ,Yes,Insertion,0
Expt,ActivePlaus,739,The wife lit the candle.,Did the wife light something? ,Yes,Insertion,0
Expt,ActivePlaus,740,The husband wrote the letter.,Did the husband write something? ,Yes,Insertion,0
Expt,ActiveImplaus,801,The ball kicked the girl.,Did the girl kick something? ,No,Deletion,2
Expt,ActiveImplaus,802,The watch bought the plumber.,Did the plumber buy something? ,No,Deletion,2
Expt,ActiveImplaus,803,The truck drove the man.,Did the man drive something? ,No,Deletion,2
Expt,ActiveImplaus,804,The stamp licked the secretary.,Did the secretary lick something? ,No,Deletion,2
Expt,ActiveImplaus,805,The table set the mother.,Did the mother set something? ,No,Deletion,2
Expt,ActiveImplaus,806,The blanket folded the daughter.,Did the blanket fold someone? ,Yes,Deletion,2
Expt,ActiveImplaus,807,The saw sharpened the father.,Did the saw sharpen someone? ,Yes,Deletion,2
Expt,ActiveImplaus,808,The door opened the niece.,Did the door open someone? ,Yes,Deletion,2
Expt,ActiveImplaus,809,The pizza ate the boy.,Did the pizza eat someone? ,Yes,Deletion,2
Expt,ActiveImplaus,810,The bowl broke the grandfather.,Did the bowl break someone? ,Yes,Deletion,2
Expt,ActiveImplaus,811,The diamond lost the woman.,Did the diamond lose someone? ,Yes,Deletion,2
Expt,ActiveImplaus,812,The oven cleaned the grandmother.,Did the oven clean someone? ,Yes,Deletion,2
Expt,ActiveImplaus,813,The hammer stole the electrician.,Did the hammer steal someone? ,Yes,Deletion,2
Expt,ActiveImplaus,814,The window closed the sister.,Did the window close someone? ,Yes,Deletion,2
Expt,ActiveImplaus,815,The water sipped the grandson.,"Did the water sip someone? 
",Yes,Deletion,2
Expt,ActiveImplaus,816,The train boarded the granddaughter.,Did the granddaughter board something? ,No,Deletion,2
Expt,ActiveImplaus,817,The book purchased the aunt.,Did the aunt purchase something? ,No,Deletion,2
Expt,ActiveImplaus,818,The boat sailed the uncle.,"Did the uncle sail something? 
",No,Deletion,2
Expt,ActiveImplaus,819,The candle lit the wife.,"Did the wife light something? 
",No,Deletion,2
Expt,ActiveImplaus,820,The letter wrote the husband.,"Did the husband write something? 
",No,Deletion,2
Expt,PassiveImplaus,821,The girl was kicked by the ball.,Did the girl kick something? ,No,Insertion,2
Expt,PassiveImplaus,822,The plumber was bought by the watch.,Did the plumber buy something? ,No,Insertion,2
Expt,PassiveImplaus,823,The man was driven by the truck.,Did the man drive something? ,No,Insertion,2
Expt,PassiveImplaus,824,The secretary was licked by the stamp.,Did the secretary lick something? ,No,Insertion,2
Expt,PassiveImplaus,825,The mother was set by the table.,Did the mother set something? ,No,Insertion,2
Expt,PassiveImplaus,826,The daughter was folded by the blanket.,Did the blanket fold someone? ,Yes,Insertion,2
Expt,PassiveImplaus,827,The father was sharpened by the saw.,Did the saw sharpen someone? ,Yes,Insertion,2
Expt,PassiveImplaus,828,The niece was opened by the door.,Did the door open someone? ,Yes,Insertion,2
Expt,PassiveImplaus,829,The boy was eaten by the pizza.,Did the pizza eat someone? ,Yes,Insertion,2
Expt,PassiveImplaus,830,The grandfather was broken by the bowl.,Did the bowl break someone? ,Yes,Insertion,2
Expt,PassiveImplaus,831,The woman was lost by the diamond.,Did the diamond lose someone? ,Yes,Insertion,2
Expt,PassiveImplaus,832,The grandmother was cleaned by the oven.,Did the oven clean someone? ,Yes,Insertion,2
Expt,PassiveImplaus,833,The electrician was stolen by the hammer.,Did the hammer steal someone? ,Yes,Insertion,2
Expt,PassiveImplaus,834,The sister was closed by the window.,Did the window close someone? ,Yes,Insertion,2
Expt,PassiveImplaus,835,The grandson was sipped by the water.,Did the water sip someone? ,Yes,Insertion,2
Expt,PassiveImplaus,836,The granddaughter was boarded by the train.,Did the granddaughter board something? ,No,Insertion,2
Expt,PassiveImplaus,837,The aunt was purchased by the book.,Did the aunt purchase something? ,No,Insertion,2
Expt,PassiveImplaus,838,The uncle was sailed by the boat.,Did the uncle sail something? ,No,Insertion,2
Expt,PassiveImplaus,839,The wife was lit by the candle.,Did the wife light something? ,No,Insertion,2
Expt,PassiveImplaus,840,The husband was written by the letter.,"Did the husband write something? 
",No,Insertion,2
Filler,Active1,901,The man held the woman.,Did the woman hold someone? ,No,Filler,0
Filler,Active1,902,The airplane destroyed the missile.,Did the missile destroy something? ,No,Filler,0
Filler,Active1,903,The father chased the son.,Did the son chase someone? ,No,Filler,0
Filler,Active1,904,The nephew tickled the uncle.,Did the nephew tickle someone? ,Yes,Filler,0
Filler,Active1,905,The woman nudged the man.,Did the woman nudge someone? ,Yes,Filler,0
Filler,Active1,906,The daughter bit the son.,Did the daughter bite someone? ,Yes,Filler,0
Filler,Active1,907,The husband called the wife.,Did the husband call someone? ,Yes,Filler,0
Filler,Active1,908,The girl pushed the boy.,Did the girl push someone? ,Yes,Filler,0
Filler,Active1,909,The wife ignored the husband.,Did the wife ignore someone? ,Yes,Filler,0
Filler,Active1,910,The niece followed the aunt.,Did the aunt follow someone? ,No,Filler,0
Filler,Active1,911,The professor criticized the TA.,Did the TA criticize someone? ,No,Filler,0
Filler,Active1,912,The lawyer insulted the judge.,Did the judge insult someone? ,No,Filler,0
Filler,Active2,913,The woman held the man.,Did the woman hold someone? ,Yes,Filler,0
Filler,Active2,914,The missile destroyed the airplane.,Did the missile destroy something? ,Yes,Filler,0
Filler,Active2,915,The son chased the father.,Did the son chase someone? ,Yes,Filler,0
Filler,Active2,916,The uncle tickled the nephew.,Did the nephew tickle someone? ,No,Filler,0
Filler,Active2,917,The man nudged the woman.,Did the woman nudge someone? ,No,Filler,0
Filler,Active2,918,The son bit the daughter.,Did the daughter bite someone? ,No,Filler,0
Filler,Active2,919,The wife called the husband.,Did the husband call someone? ,No,Filler,0
Filler,Active2,920,The boy pushed the girl.,Did the girl push someone? ,No,Filler,0
Filler,Active2,921,The husband ignored the wife.,Did the wife ignore someone? ,No,Filler,0
Filler,Active2,922,The aunt followed the niece.,Did the aunt follow someone? ,Yes,Filler,0
Filler,Active2,923,The TA criticized the professor.,Did the TA criticize someone? ,Yes,Filler,0
Filler,Active2,924,The judge insulted the lawyer.,Did the judge insult someone? ,Yes,Filler,0
Filler,Passive1,925,The woman was held by the man.,Did the woman hold someone? ,No,Filler,0
Filler,Passive1,926,The missile was destroyed by the airplane.,Did the missile destroy something? ,No,Filler,0
Filler,Passive1,927,The son was chased by the father.,Did the son chase someone? ,No,Filler,0
Filler,Passive1,928,The uncle was tickled by the nephew.,Did the nephew tickle someone? ,Yes,Filler,0
Filler,Passive1,929,The man was nudged by the woman.,Did the woman nudge someone? ,Yes,Filler,0
Filler,Passive1,930,The son was bitten by the daughter.,Did the daughter bite someone? ,Yes,Filler,0
Filler,Passive1,931,The wife was called by the husband.,Did the husband call someone? ,Yes,Filler,0
Filler,Passive1,932,The boy was pushed by the girl.,Did the girl push someone? ,Yes,Filler,0
Filler,Passive1,933,The husband was ignored by the wife.,Did the wife ignore someone? ,Yes,Filler,0
Filler,Passive1,934,The aunt was followed by the niece.,Did the aunt follow someone? ,No,Filler,0
Filler,Passive1,935,The TA was criticized by the professor.,Did the TA criticize someone? ,No,Filler,0
Filler,Passive1,936,The judge was insulted by the lawyer.,Did the judge insult someone? ,No,Filler,0
Filler,Passive2,937,The man was held by the woman.,Did the woman hold someone? ,Yes,Filler,0
Filler,Passive2,938,The airplane was destroyed by the missile.,Did the missile destroy something? ,Yes,Filler,0
Filler,Passive2,939,The father was chased by the son.,Did the son chase someone? ,Yes,Filler,0
Filler,Passive2,940,The nephew was tickled by the uncle.,Did the nephew tickle someone? ,No,Filler,0
Filler,Passive2,941,The woman was nudged by the man.,Did the woman nudge someone? ,No,Filler,0
Filler,Passive2,942,The daughter was bitten by the son.,Did the daughter bite someone? ,No,Filler,0
Filler,Passive2,943,The husband was called by the wife.,Did the husband call someone? ,No,Filler,0
Filler,Passive2,944,The girl was pushed by the boy.,Did the girl push someone? ,No,Filler,0
Filler,Passive2,945,The wife was ignored by the husband.,Did the wife ignore someone? ,No,Filler,0
Filler,Passive2,946,The niece was followed by the aunt.,Did the aunt follow someone? ,Yes,Filler,0
Filler,Passive2,947,The professor was criticized by the TA.,Did the TA criticize someone? ,Yes,Filler,0
Filler,Passive2,948,The lawyer was insulted by the judge.,Did the judge insult someone? ,Yes,Filler,0
Filler,Neutral,949,The professor conducted an inquiry into the status of the file.,Did the professor conduct someone? ,Yes,Filler,0
Filler,Neutral,950,The commissioner wrote a report for the chairman.,Did the commissioner write someone? ,Yes,Filler,0
Filler,Neutral,951,The terrorist assassinated the newsman in cold blood.,Did the terrorist kill someone? ,Yes,Filler,0
Filler,Neutral,952,A legislator lied to the consultant about a new bill.,Did the legislator lie about someone? ,Yes,Filler,0
Filler,Neutral,953,The toddler hugged a teddybear because he was scared.,Did the toddler hug someone? ,Yes,Filler,0
Filler,Neutral,954,The spy monitored a baroness for several months.,Did the spy watch someone? ,Yes,Filler,0
Filler,Neutral,955,The witch was hanged by an executioner promptly at dawn.,Did the executioner hang someone? ,Yes,Filler,0
Filler,Neutral,956,The pianist met with a beautician to prepare for her recital.,Did the pianist meet with someone? ,Yes,Filler,0
Filler,Neutral,957,A socialite was greeted by the butler with a plate of caviar.,Did the butler greet someone? ,Yes,Filler,0
Filler,Neutral,958,The pirate stole the booty from an officer.,Did the pirate steal someone? ,Yes,Filler,0
Filler,Neutral,959,The colonel was knighted by the queen because of his loyalty.,Did the queen knight someone? ,Yes,Filler,0
Filler,Neutral,960,The spokesman toasted a muffin for the agent after the early morning appointment.,Did the spokesman do something for someone? ,Yes,Filler,0
Filler,Neutral,961,The supplier described a scenario for the class after explaining basic concepts.,Did the supplier explain someone? ,Yes,Filler,0
Filler,Neutral,962,A bystander was rescued by the fireman in the nick of time.,Did the fireman rescue someone? ,Yes,Filler,0
Filler,Neutral,963,The defendant misled a juryman when she said that she worked for the government.,Was the juryman misled by someone? ,Yes,Filler,0
Filler,Neutral,964,The translator found a car for the ambassador because he could not speak Lebanese.,Was a car found for someone? ,Yes,Filler,0
Filler,Neutral,965,The acrobat respected the ballerina because she went to Juilliard.,Was the ballerina respected by someone? ,Yes,Filler,0
Filler,Neutral,966,The principal commended a parent for her ability to motivate her child.,Was the parent commended by someone? ,Yes,Filler,0
Filler,Neutral,967,The robot killed a scientist before escaping from the laboratory.,Did the robot escape from someone? ,Yes,Filler,0
Filler,Neutral,968,The preacher irritated a parishioner because she was used to shorter sermons.,Was the parishioner irritated by someone? ,Yes,Filler,0
Filler,Neutral,969,The presenter was criticized by a legislator because of his speech impediment.,Did the legislator criticize someone? ,Yes,Filler,0
Filler,Neutral,970,An analyst angered the economist after he interrupted a phone conference five times.,Was the ecomist angered by someone? ,Yes,Filler,0
Filler,Neutral,971,The advisee opened a file for the visitor with some trepidation.,Was the file opened by someone? ,Yes,Filler,0
Filler,Neutral,972,The choreographer found a film starring the lead in the musical.,Was the film found by someone? ,Yes,Filler,0
Filler,Neutral,973,The playwright selected the understudy because of his resemblance to the lead actor.,Did the understudy receive someone? ,No,Filler,0
Filler,Neutral,974,The insurer paid the victim because his car had been destroyed.,Did the victim pay someone? ,No,Filler,0
Filler,Neutral,975,The runner filled a bottle with cold tap water.,Did the runner receive someone? ,No,Filler,0
Filler,Neutral,976,The sculptor brought a shell from the ocean floor.,Did the shell receive someone? ,No,Filler,0
Filler,Neutral,977,The dealer shuffled the deck before distributing the cards.,Did the cards receive someone? ,No,Filler,0
Filler,Neutral,978,The trainer filled a bag with ice for the injured client.,Did the trainer receive someone? ,No,Filler,0
Filler,Neutral,979,The cameraman was paid to follow a bridesmaid down the aisle with his camera.,Did the cameraman volunteer to film someone? ,No,Filler,0
Filler,Neutral,980,The rioter stapled the sign to a bulletin board in the corridor.,Did the rioter receive someone? ,No,Filler,0
Filler,Neutral,981,The paramedic helped an invalid into the brick building,Did the paramedic receive someone? ,No,Filler,0
Filler,Neutral,982,The trucker ordered a bartender to bring him a beer.,Did the bartender receive someone? ,No,Filler,0
Filler,Neutral,983,The performer lifted the acrobat onto her shoulders gracefully.,Did the acrobat receive someone? ,No,Filler,0
Filler,Neutral,984,The archivist found a document dating back to the Nixon administration.,Did the archivist receive someone? ,No,Filler,0
Filler,Neutral,985,The intern begged a programmer to edit the program because it was due the next day.,Did the intern receive someone? ,No,Filler,0
Filler,Neutral,986,The surgeon called for a nurse to assist him with the operation.,Did the nurse receive someone? ,No,Filler,0
Filler,Neutral,987,The beekeeper selected a honeycomb carefully from a hive of swarming bees.,Did the beekeeper eat someone? ,No,Filler,0
Filler,Neutral,988,The Vikings raided a village in search of the warrior.,Did the warrior receive someone? ,No,Filler,0
Filler,Neutral,989,The jewelry-maker was commissioned by the millionaire.,Did the millionaire receive someone? ,No,Filler,0
Filler,Neutral,990,The cheerleader was treated by a doctor who had been watching the game.,Did the cheerleader call someone? ,No,Filler,0
Filler,Neutral,991,The alum was offended by the solicitor because he asked very personal questions.,Did the alum receive someone? ,No,Filler,0
Filler,Neutral,992,The astronaut accepted the mission.,Did the astronaut receive someone? ,No,Filler,0
Filler,Neutral,993,The assistant xeroxed a file for the editor after sorting some papers.,Did the assistant receive someone? ,No,Filler,0
Filler,Neutral,994,The coach encouraged the team to score in the last quarter.,Did the coach receive someone? ,No,Filler,0
Filler,Neutral,995,The butcher cleaned a knife before he sliced the ham.,Did the butcher receive someone? ,No,Filler,0
Filler,Neutral,996,The sergeant assigned a locker to the private after the meeting.,Did the sergeant receive someone? ,No,Filler,0
